City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Tual,ID,-5.6667,132.75,83.35,75,99,13.58,moderate rain
467,Chico,US,39.7285,-121.8375,64.63,75,75,1.01,broken clouds
468,Portland,US,45.5234,-122.6762,58.62,45,75,3.0,broken clouds
469,Tilichiki,RU,60.4667,166.1,-6.74,97,60,11.45,broken clouds
470,Bafra,TR,41.5678,35.9069,59.83,75,88,5.68,overcast clouds
471,Bako,ET,5.7833,36.5667,67.84,49,49,6.08,scattered clouds
472,Chicama,PE,-7.8447,-79.1469,63.14,47,34,10.2,scattered clouds
473,Antofagasta,CL,-23.65,-70.4,65.48,60,0,8.5,clear sky
474,Alofi,NU,-19.0595,-169.9187,75.09,83,81,6.91,light rain
475,Atambua,ID,-9.1061,124.8925,75.76,84,70,1.43,broken clouds
476,Evensk,RU,61.95,159.2333,0.18,78,60,11.43,broken clouds
477,Puerto Lopez,CO,4.0845,-72.956,84.61,69,95,3.96,light rain
478,Paita,PE,-5.0892,-81.1144,77.56,63,36,12.26,scattered clouds
479,Altay,CN,47.8667,88.1167,37.4,96,100,4.85,overcast clouds
480,Flin Flon,CA,54.7682,-101.865,33.64,86,90,8.05,light snow
481,Bagdarin,RU,54.4333,113.6,24.19,76,81,1.16,broken clouds
482,Matara,LK,5.9485,80.5353,77.14,90,71,4.81,broken clouds
483,Mareeba,AU,-17.0,145.4333,74.12,94,89,5.91,overcast clouds
484,Margate,GB,51.3813,1.3862,54.03,74,34,1.99,scattered clouds
485,Xuddur,SO,4.1213,43.8894,83.95,36,74,8.01,broken clouds
486,Charlottesville,US,38.0293,-78.4767,70.68,57,60,5.01,broken clouds
487,Mandan,US,46.8267,-100.8896,42.78,50,1,20.71,clear sky
488,Bilma,NE,18.6853,12.9164,85.62,18,0,11.18,clear sky
489,Atkinson,US,42.8384,-71.147,66.18,71,75,3.0,broken clouds
490,Sisimiut,GL,66.9395,-53.6735,35.1,90,100,26.11,light rain
491,Port Blair,IN,11.6667,92.75,80.91,80,96,0.49,overcast clouds
492,Arlit,NE,18.7369,7.3853,88.32,13,20,7.38,few clouds
493,Russell,US,32.3502,-85.1999,65.43,59,90,11.5,overcast clouds
494,Biloxi,US,30.396,-88.8853,71.73,56,1,10.36,clear sky
495,Bata,GQ,1.8639,9.7658,78.15,86,84,9.51,light rain
496,Monster,NL,52.0258,4.175,55.54,77,20,8.01,few clouds
497,Shankargarh,IN,25.1833,81.6167,69.35,44,0,3.33,clear sky
498,Ostrovnoy,RU,68.0531,39.5131,29.01,92,77,3.53,broken clouds
499,Mazagao,BR,-0.115,-51.2894,89.65,53,45,6.6,heavy intensity rain
500,San Blas,MX,21.5167,-105.2667,85.89,59,0,6.11,clear sky
501,Henties Bay,NA,-22.116,14.2845,60.85,85,0,9.33,clear sky
502,Sibu,MY,2.3,111.8167,77.31,100,40,2.3,scattered clouds
503,Changji,CN,44.0167,87.3167,45.39,65,0,4.47,clear sky
504,Charters Towers,AU,-20.1,146.2667,72.79,88,73,7.31,broken clouds
505,Omaruru,NA,-21.4333,15.9333,72.27,15,2,8.9,clear sky
506,Tecoanapa,MX,16.5167,-98.75,83.59,71,32,6.73,scattered clouds
507,Kapoeta,SS,4.7717,33.5903,88.11,24,83,7.23,broken clouds
508,Lata,PT,40.1629,-8.3327,67.93,97,100,7.58,overcast clouds
509,Elizabeth City,US,36.2946,-76.2511,72.03,63,20,7.0,few clouds
510,Pandan,PH,14.0453,124.1694,79.77,78,48,12.97,scattered clouds
511,Hami,CN,42.8,93.45,49.75,46,54,2.33,broken clouds
512,Santa Comba,ES,43.0331,-8.8093,54.79,94,100,5.57,overcast clouds
513,Mankono,CI,8.0586,-6.1897,77.34,74,84,7.14,light rain
514,Sorland,NO,67.667,12.6934,50.07,83,100,18.88,light rain
515,Kathmandu,NP,27.7167,85.3167,61.02,88,75,3.44,broken clouds
516,Tuxpan,MX,19.55,-103.4,77.38,60,19,1.66,few clouds
517,Cururupu,BR,-1.8283,-44.8683,85.51,67,68,5.06,broken clouds
518,Wum,CM,6.3833,10.0667,66.34,91,78,1.5,moderate rain
519,Fatehgarh,IN,27.3667,79.6333,68.54,53,0,3.15,clear sky
520,High Prairie,CA,55.4334,-116.4858,27.7,44,6,3.71,clear sky
521,Veraval,IN,20.9,70.3667,78.39,55,12,0.6,few clouds
522,Pemangkat,ID,1.1667,108.9667,79.34,85,100,5.23,overcast clouds
523,Saurimo,AO,-9.6608,20.3916,67.71,84,100,2.17,overcast clouds
524,Bayangol,RU,50.6977,103.4656,26.8,77,82,0.74,broken clouds
525,Istok,XK,42.7808,20.4875,50.16,71,0,2.66,clear sky
526,Tagusao,PH,9.1924,117.8141,79.2,80,80,3.09,broken clouds
527,Ada,US,43.4166,-116.1262,53.73,76,1,5.01,clear sky
528,Japura,ID,-0.3167,102.35,73.27,99,99,2.51,overcast clouds
529,Mopipi,BW,-21.1833,24.8833,89.51,18,6,2.3,clear sky
530,Mabaruma,GY,8.2,-59.7833,86.0,79,40,9.22,scattered clouds
531,Nantucket,US,41.2835,-70.0995,64.96,80,1,21.85,clear sky
532,Husavik,IS,66.0449,-17.3389,33.71,99,100,23.31,moderate rain
533,Bloomfield,US,40.8068,-74.1854,66.06,67,20,3.0,few clouds
534,Yaan,NG,7.3833,8.5667,81.37,68,93,3.67,overcast clouds
535,Chaiya,TH,9.3862,99.1986,80.19,83,100,3.0,overcast clouds
536,Trenggalek,ID,-8.05,111.7167,76.5,90,98,0.92,overcast clouds
537,Uray,RU,60.1247,64.7758,21.96,95,100,8.55,light snow
538,Mahibadhoo,MV,3.7833,72.9667,83.25,72,11,16.78,few clouds
539,Khandyga,RU,62.6667,135.6,-2.07,91,100,4.12,overcast clouds
540,Lubao,PH,14.9167,120.55,80.62,83,7,4.12,clear sky
541,Mayumba,GA,-3.432,10.6554,77.41,86,100,6.11,overcast clouds
542,San Patricio,US,28.017,-97.5169,88.21,36,0,11.7,clear sky
543,Yarim,YE,14.298,44.3779,53.42,67,16,8.52,few clouds
544,Eureka,US,40.8021,-124.1637,64.74,88,68,1.01,broken clouds
545,Vila Do Maio,CV,15.1333,-23.2167,75.99,79,80,16.64,broken clouds
546,Huarmey,PE,-10.0681,-78.1522,71.13,68,15,11.1,few clouds
547,Borovskoy,KZ,53.8,64.15,43.63,86,98,10.96,overcast clouds
548,San Policarpo,PH,12.1791,125.5072,80.46,81,66,12.19,broken clouds
549,Oktyabrskiy,RU,54.4815,53.471,45.16,88,49,10.83,scattered clouds
550,Thoen,TH,17.6129,99.2161,73.24,99,69,0.63,broken clouds
551,Floro,NO,61.5996,5.0328,48.16,76,20,14.97,few clouds
552,Mahina,PF,-17.5065,-149.489,80.37,69,20,2.3,few clouds
553,Rio Gallegos,AR,-51.6226,-69.2181,68.05,18,0,28.77,clear sky
554,Honningsvag,NO,70.9821,25.9704,35.35,80,20,12.66,few clouds
555,Svetlaya,RU,46.5389,138.3297,40.6,87,100,7.2,overcast clouds
556,Mariakani,KE,-3.8633,39.4736,74.7,89,24,8.03,few clouds
557,Palaikastron,GR,35.2,26.25,63.75,87,100,8.16,overcast clouds
558,Mulege,MX,26.8833,-111.9833,83.14,29,75,3.78,broken clouds
559,Bayan,CN,46.0833,127.4,34.14,88,86,2.51,overcast clouds
560,Coihaique,CL,-45.5752,-72.0662,67.95,26,0,11.5,clear sky
561,Lufilufi,WS,-13.8745,-171.5986,81.37,75,99,16.26,overcast clouds
562,Kitale,KE,1.0157,35.0062,60.49,74,100,2.26,overcast clouds
563,Severo-Yeniseyskiy,RU,60.3725,93.0408,18.18,94,100,2.13,light snow
564,Sawai Madhopur,IN,25.9833,76.3667,69.13,41,1,5.66,clear sky
565,Basco,PH,20.4487,121.9702,80.51,69,40,18.99,scattered clouds
566,Sola,VU,-13.8833,167.55,80.47,74,21,13.15,few clouds
567,Beroroha,MG,-21.6667,45.1667,75.31,49,26,6.11,scattered clouds
568,Pecos,US,31.4229,-103.4932,74.05,24,1,14.97,clear sky
569,Upington,ZA,-28.4478,21.2561,80.98,24,0,2.3,clear sky
570,Oranjemund,NA,-28.55,16.4333,63.39,72,62,7.96,broken clouds
571,Alihe,CN,50.5667,123.7167,27.66,47,57,2.39,broken clouds
572,Marfino,RU,55.7028,37.3822,41.14,87,11,8.95,few clouds
573,Bestobe,KZ,52.4994,73.0975,28.36,75,51,6.96,broken clouds
574,Sarangani,PH,5.4033,125.4636,83.3,72,85,12.68,overcast clouds
575,La Paz,BO,-16.5,-68.15,55.38,54,75,19.57,broken clouds
576,Ca Mau,VN,9.1769,105.15,77.05,92,88,4.56,overcast clouds
577,U Thong,TH,14.3751,99.8923,80.24,94,100,3.22,overcast clouds
578,Kununurra,AU,-15.7667,128.7333,76.98,83,30,5.75,scattered clouds
579,Galle,LK,6.0367,80.217,78.82,85,89,4.27,overcast clouds
580,Pizarro,CO,4.9533,-77.366,79.3,82,100,7.7,light rain
581,Nago,JP,26.5881,127.9761,73.56,75,32,7.74,scattered clouds
582,Honiara,SB,-9.4333,159.95,77.56,87,79,3.89,broken clouds
583,Terra Rica,BR,-22.7094,-52.6169,74.88,74,92,8.9,overcast clouds
584,Akureyri,IS,65.6835,-18.0878,33.73,93,90,20.71,light snow
585,Adelaide,AU,-34.9333,138.6,60.3,61,0,0.0,clear sky
586,Bilibino,RU,68.0546,166.4372,-23.03,100,99,2.37,overcast clouds
587,San Ignacio,BZ,17.1561,-89.0714,84.34,58,20,4.61,few clouds
588,Balkanabat,TM,39.5108,54.3671,60.06,46,94,11.97,overcast clouds
589,Waitati,NZ,-45.75,170.5667,49.8,55,89,4.29,overcast clouds
590,Mao,ES,39.8885,4.2658,68.56,88,0,4.61,clear sky
591,Manubul,PH,5.4732,120.7986,83.44,70,100,4.09,overcast clouds
592,Mount Gambier,AU,-37.8333,140.7667,40.91,93,75,0.0,mist
593,Isangel,VU,-19.55,169.2667,74.23,84,51,7.16,broken clouds
594,Chardara,KZ,41.2547,67.9692,49.75,44,0,9.78,clear sky
595,Sijunjung,ID,-0.6876,100.9537,72.61,100,100,1.48,overcast clouds
596,Numan,NG,9.4667,12.0333,87.15,31,51,2.57,broken clouds
597,Conde,BR,-7.2597,-34.9075,83.66,65,75,13.8,broken clouds
598,Ladario,BR,-19.0047,-57.6017,89.89,58,40,5.75,scattered clouds
599,Biak,ID,-0.9131,122.8766,76.06,79,89,0.92,overcast clouds
600,Plettenberg Bay,ZA,-34.0527,23.3716,67.26,72,72,4.09,broken clouds
601,Boma,GH,7.0805,-2.1697,79.02,74,96,1.48,overcast clouds
602,Batemans Bay,AU,-35.7167,150.1833,54.1,93,22,3.56,few clouds
603,Maridi,SS,4.9158,29.4742,69.93,83,75,3.02,broken clouds
604,Praia Da Vitoria,PT,38.7333,-27.0667,73.65,83,40,6.6,scattered clouds
605,Vandra,EE,58.6481,25.0361,48.18,76,94,9.91,overcast clouds
606,Rabaul,PG,-4.1967,152.1721,79.57,78,99,3.58,light rain
607,Kilindoni,TZ,-7.9139,39.6668,80.62,75,3,12.73,clear sky
608,Fairbanks,US,64.8378,-147.7164,44.56,49,40,11.5,scattered clouds
609,Baracoa,CU,20.3467,-74.4958,82.87,75,47,3.33,scattered clouds
610,Payyannur,IN,12.1,75.2,77.49,91,82,3.27,broken clouds
611,Atagay,RU,55.1033,99.3875,31.57,93,100,3.13,overcast clouds
612,Haines Junction,CA,60.7522,-137.5108,35.55,51,100,4.61,overcast clouds
613,Raudeberg,NO,61.9875,5.1352,51.19,77,39,1.99,scattered clouds
614,Taltal,CL,-25.4,-70.4833,65.66,66,22,3.42,few clouds
615,Shetpe,KZ,44.1667,52.1167,50.56,49,0,8.16,clear sky
616,Bandarbeyla,SO,9.4942,50.8122,79.52,77,33,13.53,scattered clouds
617,Kaseda,JP,31.4167,130.3167,66.43,79,70,6.2,broken clouds
618,Kholm-Zhirkovskiy,RU,55.5189,33.4731,41.85,80,3,10.13,clear sky
619,Aswan,EG,24.0934,32.907,88.39,21,100,11.36,overcast clouds
620,Nishihara,JP,26.1842,127.7558,72.68,81,20,0.0,few clouds
621,Sept-Iles,CA,50.2001,-66.3821,47.05,96,90,11.99,mist
622,Shimoda,JP,34.6667,138.95,59.11,85,89,9.57,overcast clouds
623,Codrington,AU,-38.2667,141.9667,43.77,92,7,4.45,clear sky
624,Havelock,US,34.8791,-76.9013,71.06,65,1,8.99,clear sky
625,Vila,PT,42.0304,-8.1588,50.88,93,99,4.63,moderate rain
626,Latung,PH,5.5,120.8833,83.44,70,100,3.94,overcast clouds
627,Ust-Ishim,RU,57.6935,71.1665,19.8,96,100,2.64,overcast clouds
628,Neryungri,RU,56.6709,124.6491,17.92,85,100,3.94,overcast clouds
629,Ucluelet,CA,48.9329,-125.5528,55.71,49,0,9.57,clear sky
630,Monrovia,LR,6.3005,-10.7969,82.17,85,59,7.54,moderate rain
631,Fredericksburg,US,38.3032,-77.4605,70.81,63,75,1.99,broken clouds
632,Penzance,GB,50.1186,-5.5371,52.77,75,4,32.57,clear sky
633,Mweka,CD,-4.85,21.5667,71.1,90,38,2.53,scattered clouds
634,Loa Janan,ID,-0.583,117.095,73.54,99,82,1.23,broken clouds
635,Port Hedland,AU,-20.3167,118.5667,71.65,83,40,4.61,scattered clouds
636,Kieta,PG,-6.2167,155.6333,79.27,82,100,2.89,overcast clouds
637,Quatre Cocos,MU,-20.2078,57.7625,73.51,76,42,7.49,scattered clouds
638,Novyy Urengoy,RU,66.0833,76.6333,0.54,95,90,11.9,overcast clouds
639,Wukari,NG,7.85,9.7833,83.62,59,94,5.46,overcast clouds
640,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,86,100,14.5,overcast clouds
641,Kuntaur,GM,13.6667,-14.8833,91.85,28,75,3.31,broken clouds
642,Faanui,PF,-16.4833,-151.75,78.6,68,95,14.76,overcast clouds
643,Kokopo,PG,-4.352,152.2633,77.07,82,93,3.87,overcast clouds
644,Rabo De Peixe,PT,37.8,-25.5833,72.28,92,20,17.27,few clouds
645,South Lake Tahoe,US,38.9332,-119.9844,55.83,43,1,11.5,clear sky
646,Grindavik,IS,63.8424,-22.4338,36.07,75,40,27.63,scattered clouds
647,Dingle,PH,10.9995,122.6711,75.22,89,99,7.31,overcast clouds
648,Betioky,MG,-23.7167,44.3833,71.69,75,96,5.55,overcast clouds
649,Non Thai,TH,15.1981,102.0358,74.79,93,83,3.71,broken clouds
650,Rocha,UY,-34.4833,-54.3333,74.68,69,97,5.06,overcast clouds
651,Lagdo,CM,9.05,13.7333,86.79,42,50,4.34,light rain
652,Lakkion,GR,37.1333,26.85,62.1,77,100,3.8,light rain
653,Tabou,CI,4.423,-7.3528,79.5,82,79,8.88,broken clouds
654,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,57,0,14.97,clear sky
655,Kidal,ML,18.4411,1.4078,91.26,11,73,10.16,broken clouds
656,Puerto Escondido,MX,15.85,-97.0667,85.03,70,40,0.0,scattered clouds
657,Padang,ID,-0.9492,100.3543,75.7,93,100,3.85,light rain
658,Shumskiy,RU,54.8318,99.1328,32.11,88,100,4.23,overcast clouds
659,Diapaga,BF,12.0708,1.7889,88.12,15,93,6.91,overcast clouds
660,Vao,NC,-22.6667,167.4833,70.86,64,46,8.84,scattered clouds
661,Verkhnyaya Inta,RU,65.9811,60.3094,9.66,83,73,10.36,broken clouds
662,Northam,GB,51.0333,-4.2167,53.62,71,3,30.18,clear sky
663,Guaraniacu,BR,-25.1008,-52.8781,71.29,81,33,1.48,light rain
664,Batagay,RU,67.6333,134.6333,-3.19,87,100,5.95,overcast clouds
665,Yuli,NG,9.6989,10.2744,83.5,34,96,0.27,overcast clouds
666,Aquiraz,BR,-3.9014,-38.3911,89.22,58,39,12.33,scattered clouds
667,Valentin Gomez Farias,MX,28.2167,-106.5833,70.86,24,2,1.99,clear sky
668,San Lorenzo,PY,-25.3333,-57.5333,88.74,48,40,2.3,scattered clouds
669,Walvis Bay,NA,-22.9575,14.5053,61.09,77,0,11.5,clear sky
670,Nabire,ID,-3.3667,135.4833,74.84,92,100,2.77,overcast clouds
671,Skibbereen,IE,51.55,-9.2667,46.2,71,79,24.67,broken clouds
672,Lensk,RU,60.7253,114.9278,17.85,95,88,3.44,overcast clouds
673,Lasa,IT,46.6166,10.7002,50.74,96,100,3.47,overcast clouds
674,Rovaniemi,FI,66.5,25.7167,35.01,100,90,6.91,fog
675,Xingcheng,CN,40.6167,120.7167,40.57,55,7,9.17,clear sky
676,Pangkalanbuun,ID,-2.6833,111.6167,73.9,97,93,0.49,overcast clouds
677,Saint-Georges,GD,12.0564,-61.7485,85.68,66,20,16.11,few clouds
678,Poya,NC,-21.35,165.15,68.72,77,11,1.74,few clouds
679,Galveston,US,29.3669,-94.9669,81.21,42,1,1.01,clear sky
680,Stropkov,SK,49.2021,21.6522,52.14,73,0,4.21,clear sky
681,Cap Malheureux,MU,-19.9842,57.6142,73.89,78,67,3.0,broken clouds
682,Lazaro Cardenas,MX,17.9583,-102.2,84.45,68,77,3.13,broken clouds
683,Opuwo,NA,-18.0607,13.84,77.67,17,36,14.18,scattered clouds
684,Aden,YE,12.7794,45.0367,83.97,70,48,20.24,scattered clouds
685,Semnan,IR,35.5729,53.3971,61.25,51,48,2.24,scattered clouds
686,Port Said,EG,31.2565,32.2841,76.39,78,1,7.61,clear sky
687,Pathein,MM,16.7833,94.7333,76.1,91,34,2.95,scattered clouds
688,Solwezi,ZM,-12.1688,26.3894,68.27,69,77,2.06,light rain
689,Upata,VE,8.0086,-62.3989,87.19,75,91,2.93,overcast clouds
690,Wanning,CN,18.8003,110.3967,76.06,90,91,7.2,overcast clouds
691,Tateyama,JP,34.9833,139.8667,61.02,88,80,11.95,broken clouds
692,Jingdezhen,CN,29.2947,117.2079,58.95,71,57,2.68,light rain
693,Calamar,CO,10.2511,-74.9146,82.35,68,58,4.29,broken clouds
694,Usvyaty,RU,55.7456,30.7533,43.57,76,2,8.37,clear sky
695,Port Hueneme,US,34.1478,-119.1951,68.05,81,90,4.61,haze
696,Kishapu,TZ,-3.6167,33.8667,77.31,46,93,9.48,overcast clouds
697,Jarocin,PL,51.9727,17.5026,56.43,62,49,10.2,scattered clouds
698,Dumai,ID,1.6833,101.45,74.1,98,97,2.64,overcast clouds
699,Nalut,LY,30.3333,10.85,72.95,27,4,7.0,clear sky
700,Inhambane,MZ,-23.865,35.3833,69.78,88,0,0.0,clear sky
701,Venice,US,27.0998,-82.4543,78.84,66,1,5.99,clear sky
702,Kutum,SD,14.2,24.6667,83.12,21,87,6.4,overcast clouds
