City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Lima,PE,2021-10-30 16:26:12,-12.0432,-77.0282,68.14,46,90,1.99
275,Andenes,NO,2021-10-30 16:26:22,69.3143,16.1194,40.98,81,100,8.05
276,Namatanai,PG,2021-10-30 16:26:23,-3.6667,152.4333,79.25,81,66,7.47
277,Krasnogorsk,RU,2021-10-30 16:26:23,55.8225,37.3181,49.17,87,0,15.66
278,Vila Velha,BR,2021-10-30 16:26:23,-20.3297,-40.2925,75.15,88,40,12.66
279,Alugan,PH,2021-10-30 16:26:24,12.2188,125.4808,79.74,84,97,16.2
280,Gizo,SB,2021-10-30 16:26:24,-8.103,156.8419,82.27,77,40,6.55
281,Upata,VE,2021-10-30 16:26:25,8.0086,-62.3989,81.7,74,59,4.05
282,Kalat,PK,2021-10-30 16:26:25,29.0225,66.5916,51.91,28,0,8.86
283,Kerouane,GN,2021-10-30 16:26:26,9.2667,-9.0167,81.9,66,44,0.74
284,Darnah,LY,2021-10-30 16:26:26,32.767,22.6367,70.79,70,18,10.78
285,Ostrovnoy,RU,2021-10-30 16:26:27,68.0531,39.5131,31.12,82,96,9.8
286,Port Hardy,CA,2021-10-30 16:26:27,50.6996,-127.4199,41.0,100,40,2.3
287,Norman Wells,CA,2021-10-30 16:26:28,65.282,-126.8329,17.64,93,90,2.3
288,Tura,IN,2021-10-30 16:26:28,25.5198,90.2201,65.7,63,0,2.44
289,Santa Cruz,BO,2021-10-30 16:23:42,-17.8,-63.1667,89.06,62,75,8.05
290,Meulaboh,ID,2021-10-30 16:26:29,4.1363,96.1285,77.14,85,94,1.74
291,Raudeberg,NO,2021-10-30 16:26:29,61.9875,5.1352,53.2,67,76,1.99
292,Santa Rosa,PH,2021-10-30 16:26:30,14.3122,121.1114,82.38,75,7,11.79
293,Zelenets,RU,2021-10-30 16:26:30,61.8849,50.7489,34.05,91,100,5.91
294,Torrington,US,2021-10-30 16:26:31,41.8007,-73.1212,61.2,98,100,3.0
295,Klaksvik,FO,2021-10-30 16:26:31,62.2266,-6.589,47.32,89,100,12.53
296,Port-Gentil,GA,2021-10-30 16:26:32,-0.7193,8.7815,84.16,74,40,18.41
297,Lazaro Cardenas,MX,2021-10-30 16:26:32,17.9583,-102.2,81.95,71,5,2.57
298,Sao Joao Da Barra,BR,2021-10-30 16:26:20,-21.6403,-41.0511,73.49,81,100,12.62
299,Santa Vitoria,BR,2021-10-30 16:26:33,-18.8386,-50.1214,89.73,39,68,6.85
300,Daoukro,CI,2021-10-30 16:26:33,7.0591,-3.9631,83.07,76,100,2.86
301,Natal,BR,2021-10-30 16:26:34,-5.795,-35.2094,90.25,58,20,18.41
302,Drabiv,UA,2021-10-30 16:26:34,49.963,32.1529,47.5,67,0,7.72
303,Acarau,BR,2021-10-30 16:26:11,-2.8856,-40.12,84.43,62,63,15.35
304,Merauke,ID,2021-10-30 16:26:35,-8.4667,140.3333,80.06,82,66,8.95
305,Pishin,PK,2021-10-30 16:26:35,30.5803,66.9961,57.96,21,0,2.53
306,Coxim,BR,2021-10-30 16:26:36,-18.5067,-54.76,95.56,36,57,5.93
307,Talnakh,RU,2021-10-30 16:26:36,69.4865,88.3972,18.16,96,100,3.65
308,Ratnagiri,IN,2021-10-30 16:26:37,16.9833,73.3,80.02,71,9,6.73
309,Port Hedland,AU,2021-10-30 16:26:37,-20.3167,118.5667,69.85,88,0,4.61
310,Bemidji,US,2021-10-30 16:22:34,47.4736,-94.8803,51.57,56,1,10.36
311,Qasigiannguit,GL,2021-10-30 16:26:38,68.8193,-51.1922,32.25,86,100,5.91
312,Felipe Carrillo Puerto,MX,2021-10-30 16:26:39,19.5833,-88.05,81.79,48,75,5.48
313,Duma,CN,2021-10-30 16:26:39,34.7653,108.135,48.22,72,99,4.99
314,Filadelfia,US,2021-10-30 16:22:55,39.9523,-75.1638,67.21,65,75,5.01
315,Fort Nelson,CA,2021-10-30 16:26:40,58.8053,-122.7002,18.99,73,1,6.91
316,Oranjemund,NA,2021-10-30 16:26:40,-28.55,16.4333,65.34,75,5,16.69
317,Kasongo-Lunda,CD,2021-10-30 16:26:41,-6.4667,16.8167,82.94,67,71,4.9
318,Portland,US,2021-10-30 16:25:22,45.5234,-122.6762,53.53,56,1,1.99
319,Port Moresby,PG,2021-10-30 16:26:41,-9.4431,147.1797,76.42,94,75,5.75
320,Bowen,AU,2021-10-30 16:26:42,-20.0167,148.2333,71.82,82,6,5.86
321,Sioux Lookout,CA,2021-10-30 16:26:42,50.1001,-91.917,46.78,76,90,9.22
322,Hasaki,JP,2021-10-30 16:26:43,35.7333,140.8333,52.2,56,62,8.03
323,Tifton,US,2021-10-30 16:26:21,31.4505,-83.5085,60.62,79,90,9.22
324,Ginir,ET,2021-10-30 16:26:43,7.1333,40.7,59.18,40,12,3.83
325,Faya,SA,2021-10-30 16:26:44,18.3851,42.4509,68.52,34,53,9.78
326,Maraa,BR,2021-10-30 16:26:44,-1.8333,-65.3667,95.07,42,53,2.62
327,Batagay,RU,2021-10-30 16:26:45,67.6333,134.6333,-6.56,99,73,2.89
328,Berlevag,NO,2021-10-30 16:26:45,70.8578,29.0864,38.14,79,85,7.81
329,Baykit,RU,2021-10-30 16:26:46,61.67,96.37,18.1,87,98,10.0
330,Tadine,NC,2021-10-30 16:26:46,-21.55,167.8833,70.02,86,14,7.07
331,Hami,CN,2021-10-30 16:26:47,42.8,93.45,52.61,37,99,2.95
332,Menomonie,US,2021-10-30 16:26:48,44.8755,-91.9193,52.83,71,5,0.0
333,Kangundo,KE,2021-10-30 16:26:48,-1.2979,37.3471,70.7,76,82,3.94
334,Barrow,US,2021-10-30 16:26:49,71.2906,-156.7887,14.02,79,90,3.44
335,Skibbereen,IE,2021-10-30 16:26:49,51.55,-9.2667,51.6,71,92,15.48
336,Manta,EC,2021-10-30 16:26:50,-0.95,-80.7333,76.78,78,75,5.75
337,North Platte,US,2021-10-30 16:26:50,41.1239,-100.7654,60.69,53,1,10.0
338,Alice Springs,AU,2021-10-30 16:23:48,-23.7,133.8833,60.35,72,90,8.05
339,Christchurch,NZ,2021-10-30 16:24:36,-43.5333,172.6333,66.4,61,0,5.01
340,Sokoni,TZ,2021-10-30 16:26:51,-6.4333,39.55,79.83,80,61,11.36
341,Ancud,CL,2021-10-30 16:26:51,-41.8697,-73.8203,56.73,46,0,4.38
342,Greenville,US,2021-10-30 16:26:52,35.6127,-77.3663,63.99,67,40,13.8
343,Homer,US,2021-10-30 16:26:52,59.6425,-151.5483,48.09,80,90,14.97
344,Geraldton,AU,2021-10-30 16:26:53,-28.7667,114.6,55.81,82,0,6.91
345,San Francisco De Macoris,DO,2021-10-30 16:26:53,19.2952,-70.2554,88.39,48,5,8.52
346,Georgetown,MY,2021-10-30 16:22:07,5.4112,100.3354,77.9,93,40,3.44
347,Krasnoarmeysk,RU,2021-10-30 16:26:54,51.0239,45.6969,46.15,70,88,8.72
348,De Aar,ZA,2021-10-30 16:26:55,-30.6497,24.0123,74.66,24,0,6.82
349,Denpasar,ID,2021-10-30 16:22:36,-8.65,115.2167,78.46,94,20,1.14
350,Omboue,GA,2021-10-30 16:26:55,-1.5746,9.2618,77.92,89,100,10.36
351,Harboore,DK,2021-10-30 16:26:56,56.6175,8.1807,53.1,80,100,30.56
352,Pitelino,RU,2021-10-30 16:26:56,54.5777,41.8145,48.78,85,14,11.79
353,Port Blair,IN,2021-10-30 16:26:57,11.6667,92.75,81.45,80,95,2.68
354,Cacu,BR,2021-10-30 16:26:57,-18.5567,-51.1308,92.23,37,64,6.58
355,Ostersund,SE,2021-10-30 16:26:58,63.1792,14.6357,50.61,81,90,8.05
356,Teya,RU,2021-10-30 16:26:58,60.3778,92.6267,19.87,81,100,12.41
357,Buala,SB,2021-10-30 16:26:59,-8.145,159.5921,80.47,84,96,8.68
358,Brownsville,US,2021-10-30 16:26:59,25.9018,-97.4975,78.98,39,1,1.01
359,Wagrowiec,PL,2021-10-30 16:27:00,52.8084,17.1996,59.07,47,67,16.33
360,Havre-Saint-Pierre,CA,2021-10-30 16:27:00,50.2334,-63.5986,54.19,43,1,2.3
361,Kaitangata,NZ,2021-10-30 16:27:01,-46.2817,169.8464,51.33,74,83,5.53
362,Dunedin,NZ,2021-10-30 16:27:01,-45.8742,170.5036,59.81,90,0,11.01
363,Nabire,ID,2021-10-30 16:27:02,-3.3667,135.4833,75.69,93,83,2.44
364,Kerman,IR,2021-10-30 16:27:02,30.2832,57.0788,64.26,22,0,9.22
365,Sherlovaya Gora,RU,2021-10-30 16:27:03,50.5667,116.25,23.67,39,1,2.28
366,Vlasikha,RU,2021-10-30 16:27:03,53.2972,83.5742,32.85,100,75,6.71
367,Punta Alta,AR,2021-10-30 16:27:04,-38.8759,-62.0736,64.99,50,77,21.36
368,Westport,US,2021-10-30 16:27:04,41.1415,-73.3579,64.74,95,90,11.99
369,Clinton,US,2021-10-30 16:26:58,42.587,-82.9199,52.25,93,90,1.01
370,Nemuro,JP,2021-10-30 16:27:05,43.3236,145.575,48.13,73,16,11.39
371,Sovetskiy,RU,2021-10-30 16:27:06,61.3614,63.5842,18.28,99,92,3.13
372,Khor,RU,2021-10-30 16:27:06,47.8861,134.9464,41.05,68,100,4.79
373,Santa Rosa Del Sur,CO,2021-10-30 16:26:43,7.9644,-74.0544,81.93,59,100,2.95
374,Ketchikan,US,2021-10-30 16:22:11,55.3422,-131.6461,39.83,96,100,3.29
375,Ambulu,ID,2021-10-30 16:27:07,-8.345,113.6058,76.93,91,77,2.57
376,Verkhnevilyuysk,RU,2021-10-30 16:27:07,63.4453,120.3167,14.9,86,88,7.07
377,Kholm,RU,2021-10-30 16:27:08,59.2667,32.85,45.54,94,88,6.96
378,Barcelona,ES,2021-10-30 16:27:08,41.3888,2.159,71.01,86,20,10.36
379,Tumpat,MY,2021-10-30 16:27:09,6.1978,102.171,76.98,94,20,2.3
380,Port Lincoln,AU,2021-10-30 16:27:09,-34.7333,135.8667,52.07,70,5,7.0
381,Tokat,TR,2021-10-30 16:27:10,40.4167,36.5833,39.36,80,13,2.37
382,Yar-Sale,RU,2021-10-30 16:27:10,66.8333,70.8333,11.3,89,100,18.37
383,Vitim,RU,2021-10-30 16:27:11,59.4511,112.5578,30.13,88,100,9.75
384,Waingapu,ID,2021-10-30 16:27:11,-9.6567,120.2641,81.14,80,74,1.86
385,Mandera,KE,2021-10-30 16:27:12,3.9366,41.867,90.99,33,79,4.74
386,Nhulunbuy,AU,2021-10-30 16:27:12,-12.2333,136.7667,79.41,83,91,0.0
387,Aitape,PG,2021-10-30 16:27:12,-3.1374,142.3475,79.32,87,80,4.29
388,Alfred,US,2021-10-30 16:27:13,42.2542,-77.7906,48.51,99,100,1.99
389,Riyadh,SA,2021-10-30 16:26:12,24.6877,46.7219,82.54,30,79,7.65
390,Solnechnyy,RU,2021-10-30 16:27:14,50.7214,136.6319,28.04,81,100,8.61
391,Banjar,ID,2021-10-30 16:27:14,-8.19,114.9675,78.66,89,100,2.26
392,Zhuanghe,CN,2021-10-30 16:27:15,39.7008,122.9911,53.38,83,69,4.68
393,Miandrivazo,MG,2021-10-30 16:27:15,-19.5167,45.4667,77.7,66,53,12.44
394,Cervo,ES,2021-10-30 16:27:16,43.6702,-7.4101,66.2,71,100,7.56
395,Lethem,GY,2021-10-30 16:27:16,3.3803,-59.7968,94.23,41,25,5.3
396,Grand Gaube,MU,2021-10-30 16:27:17,-20.0064,57.6608,74.37,80,5,5.61
397,Broome,US,2021-10-30 16:27:17,42.2506,-75.833,54.77,82,90,1.99
398,Mitsamiouli,KM,2021-10-30 16:27:18,-11.3847,43.2844,80.89,74,20,2.3
399,Bulgan,MN,2021-10-30 16:27:18,48.8125,103.5347,30.36,76,40,2.8
400,Bosaso,SO,2021-10-30 16:27:19,11.2842,49.1816,83.32,68,4,13.02
401,Fortuna,US,2021-10-30 16:27:19,40.5982,-124.1573,58.93,76,90,0.0
402,Ewa Beach,US,2021-10-30 16:27:20,21.3156,-158.0072,71.69,81,1,0.0
403,Dawei,MM,2021-10-30 16:27:20,14.0833,98.2,77.07,92,99,3.15
404,Belmira,CO,2021-10-30 16:27:21,6.6051,-75.6662,65.44,70,79,1.88
405,Zhigansk,RU,2021-10-30 16:27:21,66.7697,123.3711,-4.34,99,84,12.08
406,Berbera,SO,2021-10-30 16:27:22,10.4396,45.0143,83.03,69,12,10.54
407,Kurunegala,LK,2021-10-30 16:27:22,7.4863,80.3623,72.12,96,100,1.66
408,Bhor,IN,2021-10-30 16:27:23,18.1667,73.85,73.31,58,14,4.65
409,Salalah,OM,2021-10-30 16:27:23,17.0151,54.0924,82.49,69,20,4.61
410,Birnin Kebbi,NG,2021-10-30 16:27:24,12.4539,4.1975,97.47,13,34,4.94
411,Kununurra,AU,2021-10-30 16:27:24,-15.7667,128.7333,82.38,74,90,5.75
412,Onalaska,US,2021-10-30 16:24:59,43.8844,-91.2351,53.28,78,1,4.61
413,Onguday,RU,2021-10-30 16:27:25,50.75,86.15,35.4,76,100,3.49
414,Kampot,KH,2021-10-30 16:27:25,10.6167,104.1833,78.85,88,97,3.33
415,Dingle,PH,2021-10-30 16:27:26,10.9995,122.6711,75.51,92,90,7.58
416,Novaya Ladoga,RU,2021-10-30 16:27:26,60.1025,32.3019,41.0,91,100,8.7
417,Comodoro Rivadavia,AR,2021-10-30 16:27:27,-45.8667,-67.5,51.66,58,40,13.8
418,Tefe,BR,2021-10-30 16:27:27,-3.3542,-64.7114,91.51,66,40,6.91
419,Mattru,SL,2021-10-30 16:27:28,7.6244,-11.8332,77.32,85,100,3.96
420,Gulmarg,IN,2021-10-30 16:27:29,34.049,74.3921,38.34,34,0,1.12
421,Machali,CL,2021-10-30 16:27:29,-34.1833,-70.6667,79.88,34,0,9.22
422,Oudtshoorn,ZA,2021-10-30 16:27:30,-33.5907,22.2014,61.16,46,0,6.8
423,Bonavista,CA,2021-10-30 16:27:30,48.6499,-53.1147,51.12,68,16,9.46
424,Lorengau,PG,2021-10-30 16:27:30,-2.0226,147.2712,82.22,78,98,6.29
425,Bilibino,RU,2021-10-30 16:27:31,68.0546,166.4372,-8.66,99,100,1.43
426,Serebryanyy Bor,RU,2021-10-30 16:27:31,56.8,124.8,-0.11,97,23,2.48
427,Carlton,US,2021-10-30 16:27:32,45.2943,-123.1765,52.99,68,1,5.01
428,Hamilton,US,2021-10-30 16:22:39,39.1834,-84.5333,56.37,96,90,1.01
429,Zelhem,NL,2021-10-30 16:27:32,52.0067,6.3486,58.08,84,100,4.0
430,Ulladulla,AU,2021-10-30 16:27:33,-35.35,150.4667,49.1,72,70,5.06
431,Walvis Bay,NA,2021-10-30 16:27:33,-22.9575,14.5053,65.35,68,0,10.36
432,Makakilo City,US,2021-10-30 16:27:34,21.3469,-158.0858,70.29,83,1,0.0
433,Bud,US,2021-10-30 16:27:34,39.447,-86.1758,54.68,90,100,11.88
434,Eucaliptus,BO,2021-10-30 16:27:35,-17.5833,-67.5167,64.09,27,7,3.69
435,Camalu,MX,2021-10-30 16:27:35,30.85,-116.0667,66.29,72,0,3.65
436,Sargodha,PK,2021-10-30 16:27:35,32.0836,72.6711,73.4,26,0,2.66
437,Trelew,AR,2021-10-30 16:27:36,-43.249,-65.3051,61.36,21,1,27.13
438,Asau,RO,2021-10-30 16:27:36,46.4333,26.4,51.76,88,1,2.24
439,Muana,BR,2021-10-30 16:27:37,-1.5283,-49.2167,92.59,49,74,7.63
440,Laguna,US,2021-10-30 16:27:37,38.421,-121.4238,64.22,90,90,4.0
441,Ampanihy,MG,2021-10-30 16:27:38,-24.7,44.75,69.13,66,100,13.85
442,Rock Sound,BS,2021-10-30 16:27:38,24.9,-76.2,80.4,79,85,20.92
443,Karratha,AU,2021-10-30 16:27:39,-20.7377,116.8463,73.42,65,0,8.21
444,Nome,US,2021-10-30 16:27:39,64.5011,-165.4064,10.47,72,1,6.91
445,Khabary,RU,2021-10-30 16:27:40,53.6259,79.5345,26.33,36,63,7.23
446,Lazarev,RU,2021-10-30 16:27:40,52.225,141.5131,32.54,70,100,20.02
447,Husavik,IS,2021-10-30 16:27:41,66.0449,-17.3389,39.11,96,100,10.25
448,Gat,IL,2021-10-30 16:27:41,31.61,34.7642,76.41,62,51,5.66
449,Beidao,CN,2021-10-30 16:27:42,34.5686,105.8933,51.4,76,100,7.61
450,Lisakovsk,KZ,2021-10-30 16:27:42,52.5369,62.4936,40.78,71,100,21.59
451,Torzhok,RU,2021-10-30 16:27:43,57.0436,34.9622,48.81,84,27,8.63
452,Caconda,AO,2021-10-30 16:27:43,-13.7333,15.0667,74.23,51,95,9.57
453,Sobolevo,RU,2021-10-30 16:27:44,54.4299,31.8996,47.35,84,39,10.49
454,Rudbar,AF,2021-10-30 16:27:44,30.15,62.6,70.84,21,5,5.06
455,Asyut,EG,2021-10-30 16:27:45,27.181,31.1837,87.98,25,100,6.51
456,Los Llanos De Aridane,ES,2021-10-30 16:27:45,28.6585,-17.9182,69.55,85,40,1.99
457,Harnosand,SE,2021-10-30 16:27:46,62.6323,17.9379,46.0,88,37,6.2
458,Hay River,CA,2021-10-30 16:27:46,60.8156,-115.7999,28.38,86,75,6.91
459,Beitbridge,ZW,2021-10-30 16:27:46,-22.2167,30.0,94.33,19,34,8.5
460,Caravelas,BR,2021-10-30 16:27:47,-17.7125,-39.2481,83.1,56,50,9.15
461,Bridlington,GB,2021-10-30 16:27:48,54.0831,-0.1919,51.89,75,35,18.12
462,Ust-Kut,RU,2021-10-30 16:27:48,56.7938,105.7672,34.34,57,100,5.01
463,Kedougou,SN,2021-10-30 16:27:49,12.5579,-12.1743,77.58,88,40,2.3
464,Kanbe,MM,2021-10-30 16:27:49,16.7053,96.0017,78.85,89,99,2.01
465,Mahajanga,MG,2021-10-30 16:27:50,-15.7167,46.3167,78.82,69,20,9.22
466,Kindu,CD,2021-10-30 16:27:50,-2.95,25.95,75.36,90,90,2.19
467,Roald,NO,2021-10-30 16:27:50,62.5833,6.1333,54.34,76,0,2.3
468,Copiapo,CL,2021-10-30 16:25:06,-27.3667,-70.3333,64.09,25,0,7.49
469,Marshfield,US,2021-10-30 16:27:51,44.6689,-90.1718,51.44,76,1,6.91
470,Tiznit,MA,2021-10-30 16:27:52,29.5833,-9.5,74.84,37,0,8.93
471,Isangel,VU,2021-10-30 16:27:52,-19.55,169.2667,74.37,84,3,5.23
472,Ciudad Bolivar,VE,2021-10-30 16:27:53,8.1222,-63.5497,87.71,57,61,6.55
473,Nishihara,JP,2021-10-30 16:27:53,26.1842,127.7558,72.68,76,20,0.0
474,Jeremie,HT,2021-10-30 16:27:53,18.65,-74.1167,84.47,65,85,1.61
475,Mandali,IQ,2021-10-30 16:27:54,33.7499,45.5541,85.93,24,100,17.34
476,Manali,IN,2021-10-30 16:27:54,13.1667,80.2667,80.69,80,86,8.7
477,Tessalit,ML,2021-10-30 16:27:55,20.1986,1.0114,98.44,9,44,1.68
478,Nongan,CN,2021-10-30 16:27:55,44.382,125.1685,43.21,72,86,13.33
479,Necochea,AR,2021-10-30 16:27:56,-38.5473,-58.7368,61.03,65,65,21.72
480,Margate,GB,2021-10-30 16:27:56,51.3813,1.3862,56.91,74,94,1.01
481,Tutoia,BR,2021-10-30 16:27:57,-2.7619,-42.2744,89.58,60,43,12.21
482,Eyl,SO,2021-10-30 16:27:57,7.9803,49.8164,79.54,74,2,13.96
483,Korla,CN,2021-10-30 16:27:58,41.7597,86.1469,54.57,27,100,4.63
484,Wattegama,LK,2021-10-30 16:27:58,6.7989,81.4808,75.78,93,98,3.04
485,Salta,AR,2021-10-30 16:27:59,-24.7859,-65.4117,88.39,40,40,4.0
486,Mount Isa,AU,2021-10-30 16:27:59,-20.7333,139.5,78.57,19,93,14.97
487,Kawalu,ID,2021-10-30 16:28:00,-7.3817,108.2082,73.11,98,100,1.1
488,Bad Schwalbach,DE,2021-10-30 16:28:00,50.1333,8.0667,48.65,95,100,5.01
489,Nexo,DK,2021-10-30 16:28:01,55.0607,15.1306,50.09,72,77,15.84
490,Rocha,UY,2021-10-30 16:28:01,-34.4833,-54.3333,73.42,70,100,11.14
491,Armidale,AU,2021-10-30 16:28:02,-30.5167,151.65,47.8,78,89,3.44
492,Sarlat-La-Caneda,FR,2021-10-30 16:28:02,44.889,1.2166,65.07,83,100,4.03
493,Aberystwyth,GB,2021-10-30 16:28:03,52.4155,-4.0829,51.3,80,30,15.37
494,Bobrovytsya,UA,2021-10-30 16:28:03,50.75,31.3833,47.66,70,3,9.01
495,Lasa,IT,2021-10-30 16:28:04,46.6166,10.7002,49.08,70,100,4.43
496,Usinsk,RU,2021-10-30 16:28:04,65.9939,57.5281,7.59,95,76,9.22
497,Mayo,US,2021-10-30 16:28:05,38.8876,-76.5119,64.13,82,40,8.01
498,Kahului,US,2021-10-30 16:28:05,20.8947,-156.47,72.84,83,20,4.61
499,Ponta Delgada,PT,2021-10-30 16:28:06,37.7333,-25.6667,75.51,88,75,20.71
500,Amos,CA,2021-10-30 16:28:06,48.5669,-78.1162,46.67,49,94,7.0
501,Morehead,US,2021-10-30 16:28:07,37.2711,-87.1764,55.11,96,90,1.99
502,Bereda,ES,2021-10-30 16:28:07,43.2686,-7.5406,63.41,86,100,6.04
503,Cayenne,GF,2021-10-30 16:28:08,4.9333,-52.3333,89.64,76,20,5.01
504,Port Augusta,AU,2021-10-30 16:28:08,-32.5,137.7667,57.34,52,65,7.14
505,Vila Franca Do Campo,PT,2021-10-30 16:28:09,37.7167,-25.4333,75.2,92,91,16.44
506,Ushtobe,KZ,2021-10-30 16:28:09,45.2514,77.9838,48.18,53,100,4.83
507,Qorveh,IR,2021-10-30 16:28:10,35.1664,47.8045,54.63,54,100,7.29
508,Marawi,PH,2021-10-30 16:28:10,7.9986,124.2928,66.65,95,63,1.12
509,Iquique,CL,2021-10-30 16:28:11,-20.2208,-70.1431,64.44,64,4,7.83
510,Smithers,CA,2021-10-30 16:28:11,54.7804,-127.1743,21.52,93,20,0.0
511,Kaeo,NZ,2021-10-30 16:28:12,-35.1,173.7833,63.32,96,100,14.23
512,Bonga,ET,2021-10-30 16:28:12,7.2833,36.2333,65.23,66,64,0.43
513,Aragats,AM,2021-10-30 16:28:13,40.4889,44.3528,39.34,92,98,4.27
514,Belaya Gora,RU,2021-10-30 16:28:13,68.5333,146.4167,0.39,98,100,3.78
515,Shizunai,JP,2021-10-30 16:28:14,42.3339,142.3669,47.97,75,94,4.88
516,Yarada,IN,2021-10-30 16:28:14,17.65,83.2667,80.92,89,20,2.3
517,Kon Tum,VN,2021-10-30 16:28:15,14.35,108.0,67.82,97,24,2.75
518,Meridian,US,2021-10-30 16:28:15,43.6121,-116.3915,51.08,77,1,1.99
519,Kuvandyk,RU,2021-10-30 16:28:16,51.4781,57.3552,42.78,61,100,16.06
520,Dunapataj,HU,2021-10-30 16:28:16,46.644,18.9963,55.58,54,1,11.54
521,Pochutla,MX,2021-10-30 16:28:17,15.7432,-96.4661,85.82,65,98,4.43
522,Phibun Mangsahan,TH,2021-10-30 16:28:17,15.2447,105.2291,76.98,92,66,7.78
523,Guiratinga,BR,2021-10-30 16:28:18,-16.3494,-53.7583,94.93,32,93,5.61
524,Taksimo,RU,2021-10-30 16:28:18,56.3444,114.8794,20.16,66,98,1.05
525,Muli,MV,2021-10-30 16:28:19,2.9167,73.5667,82.81,75,27,13.53
526,Gonzalez,US,2021-10-30 16:24:39,30.5816,-87.2914,62.82,76,36,1.01
527,Pontianak,ID,2021-10-30 16:28:20,-0.0333,109.3333,80.58,89,40,0.0
528,Mogadishu,SO,2021-10-30 16:28:20,2.0371,45.3438,79.74,78,3,11.59
529,Xiuyan,CN,2021-10-30 16:28:20,40.2928,123.2744,50.09,88,60,2.3
530,Bandarbeyla,SO,2021-10-30 16:28:21,9.4942,50.8122,79.2,78,9,12.97
531,Yerbogachen,RU,2021-10-30 16:28:21,61.2767,108.0108,32.05,96,100,11.23
532,Nang Rong,TH,2021-10-30 16:28:22,14.6377,102.7914,74.48,92,70,4.05
533,Kafanchan,NG,2021-10-30 16:28:22,9.5833,8.3,79.12,59,100,2.39
534,Riachao,BR,2021-10-30 16:28:23,-7.3619,-46.6172,91.47,35,65,2.66
535,Truro,GB,2021-10-30 16:28:23,50.2653,-5.0544,56.16,76,40,11.5
536,Hailar,CN,2021-10-30 16:28:24,49.2,119.7,27.64,44,7,6.53
537,Ercis,TR,2021-10-30 16:28:24,39.0287,43.3586,47.8,81,100,1.74
538,Belle Glade,US,2021-10-30 16:28:25,26.6845,-80.6676,82.0,63,47,17.09
539,Tuskegee,US,2021-10-30 16:28:25,32.424,-85.6916,61.09,100,100,7.0
540,Abu Samrah,SY,2021-10-30 16:28:26,35.3029,37.1841,73.58,33,100,6.51
541,Ilulissat,GL,2021-10-30 16:28:26,69.2167,-51.1,32.02,74,75,10.36
542,Mosquera,CO,2021-10-30 16:28:27,4.7059,-74.2302,64.49,59,75,6.91
543,Bonthe,SL,2021-10-30 16:28:27,7.5264,-12.505,77.36,83,100,3.98
544,Taruma,BR,2021-10-30 16:28:28,-22.7467,-50.5772,88.95,40,40,6.2
545,Tamandare,BR,2021-10-30 16:28:28,-8.7597,-35.1047,83.08,56,5,8.25
546,Freeport,US,2021-10-30 16:26:34,40.6576,-73.5832,66.38,77,90,3.0
547,Killybegs,IE,2021-10-30 16:28:29,54.6333,-8.45,49.71,75,39,8.86
548,Deming,US,2021-10-30 16:28:30,32.2687,-107.7586,70.25,24,1,0.0
549,Beppu,JP,2021-10-30 16:26:19,33.2736,131.4919,61.48,98,100,3.31
